,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
8695,S10 LT 2.8CTDi 16v C.D.,12/13,Prata,Diesel,155.371 Km,"R$ 98.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-c-d/12-13/1081524,Absoluta Automóveis,"Av. Rosario Congro, 2299 - Jardim Angélica - Três Lagoas / MS"
8696,SLK 200 1.8 16v Kompressor A/T,08/09,Prata,Gasolina,Não disponível,"R$ 98.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/slk-200-1-8-16v-kompressor/08-09/1084858,M.G.R. Veículos,"Av. Afonso Pena, 3865 - Centro - Campo Grande / MS"
8697,Toro Freedom 2.0TDi 16v,17/18,Branca,Diesel,55.000 Km,"R$ 98.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v/17-18/1088936,Aparecida Cristina Gracia,Glória de Dourados - MS
8698,Virtus Highline 1.0 12v TSi A/T,20/21,Branca,Flex,10.500 Km,"R$ 98.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/virtus-highline-1-0-12v-tsi/20-21/1090359,Jairo Alfonso Bulhões Varela,Campo Grande - MS
8699,Ranger XLS 2.5 16v C.D.,17/17,Branca,Flex,105.600 Km,"R$ 98.500,00",https://www.shopcar.com.br/veiculos/ford/ranger-xls-2-5-16v-c-d/17-17/1085694,Mari Gislaine Moreira,Dourados - MS
8700,Freelander 2 S SD4 2.2TDi 16v A/T,13/13,Branca,Diesel,Não disponível,"R$ 98.800,00",https://www.shopcar.com.br/veiculos/land-rover/freelander-2-s-sd4-2-2tdi-16v/13-13/1087063,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS"
8701,Amarok Trendline 2.0TDi 16v 4x4 C.D. A/T,15/15,Prata,Diesel,186.374 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/amarok-trendline-2-0tdi-16v-4x4-c-d/15-15/1083280,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
8702,C 180 1.6T 16v A/T,14/15,Branca,Gasolina,95.000 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-180-1-6t-16v/14-15/1065098,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS"
8703,C 180 Avantgarde 1.6T 16v A/T,14/15,Preta,Gasolina,Não disponível,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-180-avantgarde-1-6t-16v/14-15/1085448,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
8704,Compass Longitude 2.0 16v A/T,17/17,Branca,Flex,60.500 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-17/1080655,Mario Gilson de Oliveira,Campo Grande - MS
8705,Compass Sport 2.0 16v A/T,18/18,Cinza,Flex,28.563 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/18-18/1079005,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
8706,Compass Sport 2.0 16v A/T,18/18,Vinho,Flex,29.000 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/18-18/1081085,GTI Veículos,"Avenida Bandeirantes, 560 - Amambaí - Campo Grande / MS"
8707,Corolla Altis 2.0 16v A/T,18/19,Prata,Flex,13.500 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-altis-2-0-16v/18-19/1060516,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS"
8708,Creta Prestige 2.0 16v A/T,19/19,Prata,Flex,17.000 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/hyundai/creta-prestige-2-0-16v/19-19/1052365,Almeida Motors,"Av. Rodolfo José Pinho, 52 - Jardim São Bento - Campo Grande / MS"
8709,ix35 GLS 2.0 16v A/T,18/19,Preta,Flex,30.870 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/hyundai/ix35-gls-2-0-16v/18-19/1082153,Emotors,"Av. Afonso Pena, 470 - Amambaí - Campo Grande / MS"
8710,Kicks SL 1.6 16v A/T,19/20,Branca,Flex,13.300 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1085947,Bruno Lesniewski Pereira,Campo Grande - MS
8711,Rav4 2.0 16v A/T,15/15,Prata,Gasolina,55.000 Km,"R$ 98.900,00",https://www.shopcar.com.br/veiculos/toyota/rav4-2-0-16v/15-15/1089134,Bull Motors,"Rua Dr. Mário Edson de Barros, 55 - Chácara Cachoeira - Campo Grande / MS"
8712,F250 XLT 3.9TD,05/06,Preta,Diesel,Não disponível,"R$ 98.990,00",https://www.shopcar.com.br/veiculos/ford/f250-xlt-3-9td/05-06/1089405,Play Motors," Av. Marechal Deodoro, 2040 - Coophamat - Campo Grande / MS"
8713,Strada Volcano 1.3 C.D.,21/21,Preta,Flex,2.350 Km,"R$ 98.990,00",https://www.shopcar.com.br/veiculos/fiat/strada-volcano-1-3-c-d/21-21/1085939,Bruno Cesar,Ponta Porã - MS
8714,Corolla GLi 1.8 16v,19/19,Branca,Flex,43.971 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/19-19/1071135,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
8715,Creta Prestige 2.0 16v A/T,19/19,Bege,Flex,Não disponível,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/hyundai/creta-prestige-2-0-16v/19-19/1053117,Bertotto Veículos,"Av. Weimar Goncalves Torres, 4799 - Jardim Caramuru - Dourados / MS"
8716,D20 Custom 3.9D Deluxe,95/96,Vermelha,Diesel,131.000 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/d20-custom-3-9d-deluxe/95-96/1071810,V8 Veículos,"Av. Fernando Correa da Costa, 2075 - Centro - Campo Grande / MS"
8717,Discovery 4 SE 3.0TDi V6 24v A/T,11/11,Preta,Diesel,77.000 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-4-se-3-0tdi-v6-24v/11-11/1085441,Solocar Veículos,"Rua Padre João Cripa, 284 - Monte Líbano - Campo Grande / MS"
8718,Durango Citadel 3.6 V6 24v A/T,13/13,Preta,Gasolina,71.000 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/dodge/durango-citadel-3-6-v6-24v/13-13/1069979,Fábio Despachante & Veículos,"Av. Salgado Filho, 1176 - Amambaí - Campo Grande / MS"
8719,HR-V Touring 1.8 16v A/T,18/18,Branca,Flex,39.000 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/honda/hr-v-touring-1-8-16v/18-18/1085690,Trokar Veículos,"Av. Calógeras, 246 - Vila Carvalho - Campo Grande / MS"
8720,Renegade 1.8 16v A/T,18/19,Preta,Flex,11.000 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/jeep/renegade-1-8-16v/18-19/1090314,Enzo Jaguar Land Rover,"Rua Joaquim Murtinho, 2333 - Itanhanga Park - Campo Grande / MS"
8721,T-Cross Comfortline 1.0 12v TSi A/T,19/20,Cinza,Flex,38.627 Km,"R$ 99.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/19-20/1085883,Turin Veículos MS,"Rua Barão de Uba, 860 - Tiradentes - Campo Grande / MS"
8722,Corolla XEi 2.0 16v,18/19,Preta,Flex,98.300 Km,"R$ 99.500,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1086016,Douramotors Veículos,"Av. Marcelino Pires, 8805 - Centro - Dourados / MS"
8723,HR-V EXL 1.8 16v A/T,18/18,Prata,Flex,39.000 Km,"R$ 99.500,00",https://www.shopcar.com.br/veiculos/honda/hr-v-exl-1-8-16v/18-18/1086780,Aquárius Veículos,"Rua Barão do Rio Branco, 2113 - Centro - Campo Grande / MS"
8724,Prius 1.8 16v A/T,18/18,Prata,Híbrido,23.700 Km,"R$ 99.500,00",https://www.shopcar.com.br/veiculos/toyota/prius-1-8-16v/18-18/1076526,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS"
8725,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,12/13,Prata,Diesel,123.500 Km,"R$ 99.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/12-13/1083105,Triton Multimarcas,"Rua Sebastião Lima, 160 - Vila Glória - Campo Grande / MS"
8726,S10 LT 2.8CTDi 16v C.D. A/T,12/13,Branca,Diesel,240.000 Km,"R$ 99.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-c-d/12-13/1087730,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
8727,Corolla XEi 2.0 16v A/T,18/18,Branca,Flex,26.000 Km,"R$ 99.800,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-18/1089619,Mercosul Multimarcas,"Rua. Amazonas, 2914 - Zona II - Umuarama / PR"
8728,Corolla XEi 2.0 16v A/T,18/18,Prata,Flex,68.684 Km,"R$ 99.800,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-18/1084511,Vardasca Veículos,"Av. Weimar Gonçalves Torres, 3095 - Centro - Dourados / MS"
8729,Hilux SR D4-D 2.8TDi 16v 4X4 C.D.,12/13,Cinza,Diesel,Não disponível,"R$ 99.800,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-2-8tdi-16v-4x4-c-d/12-13/1074706,2F Veículos,"Av. Fernando Corrêa da Costa, 1520 - Centro - Campo Grande / MS"
8730,Ranger Limited 3.2TDCi 20v 4x4 C.D.,14/15,Azul,Diesel,131.000 Km,"R$ 99.800,00",https://www.shopcar.com.br/veiculos/ford/ranger-limited-3-2tdci-20v-4x4-c-d/14-15/1019796,JP Veículos,"Rua Bela Vista, 1755 - Jardim Água Boa - Dourados / MS"
8731,328i 2.0T 16v A/T,13/14,Cinza,Gasolina,83.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/bmw/328i-2-0t-16v/13-14/1072547,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS"
8732,A6 3.0 V6 TFSi 24v Quattro A/T,11/12,Preta,Gasolina,96.716 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/audi/a6-3-0-v6-tfsi-24v-quattro/11-12/1044990,Kart Veículos,"Rua Rio Grande do Sul, 357 - Jardim dos Estados - Campo Grande / MS"
8733,Civic EXL 2.0 16v A/T,17/17,Branca,Flex,68.721 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/17-17/1084259,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
8734,Compass Longitude 2.0 16v A/T,17/17,Branca,Flex,31.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-17/1087799,2K Veículos,"Av. Garimpo, 142 - Coopharadio - Campo Grande / MS"
8735,Compass Longitude 2.0 16v,17/17,Vermelha,Flex,39.200 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-17/1079395,Moto Racer,"Av. Weimar Gonçalves Torres, 4031 - Jardim Caramuru - Dourados / MS"
8736,Corolla GLi 1.8 16v A/T,19/19,Branca,Flex,30.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/19-19/1087026,Leandro Veículos,"Av. Weimar Gonçalves Torres, 4200 - Centro - Dourados / MS"
8737,Corolla GLi 1.8 16v A/T,19/19,Branca,Flex,Não disponível,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/19-19/1087343,Meu Carro Novo,"Av. Weimar Gonçalves Torres, 4150 - Jardim Caramuru - Dourados / MS"
8738,Corolla XEi 2.0 16v A/T,18/19,Preta,Flex,35.662 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1083496,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
8739,Corolla XRS 2.0 16v,17/18,Preta,Flex,37.277 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xrs-2-0-16v/17-18/1086597,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
8740,Discovery 4 SE 3.0TDi V6 24v A/T,11/12,Cinza,Diesel,200.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-4-se-3-0tdi-v6-24v/11-12/927881,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
8741,FX35 3.5 V6 24v AWD A/T,07/08,Preta,Gasolina,86.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/infiniti/fx35-3-5-v6-24v-awd/07-08/1050240,Ponto Com Veículos,"Rua Sebastião Lima, 406 - Monte Líbano - Campo Grande / MS"
8742,Hilux SR D4-D 3.0TDi 16v 4X4 C.D.,11/11,Prata,Diesel,320.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/11-11/1086120,Camionetes MS,"Rua. Maranhão, 95 - Vila Célia - Campo Grande / MS"
8743,HR-V LX 1.8 16v A/T,19/20,Vermelha,Flex,12.200 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/honda/hr-v-lx-1-8-16v/19-20/1077390,Interlagos Automóveis,"R. Maranhão,  335 - Vila Rica - Campo Grande / MS"
8744,Renegade Limited 1.8 16v A/T,19/19,Branca,Flex,23.600 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/jeep/renegade-limited-1-8-16v/19-19/1086144,Giovel Automóveis,"Rua Antonio Maria Coelho, 880 - Centro - Campo Grande / MS"
8745,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,13/13,Preta,Diesel,149.100 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/13-13/1089160,Joca Veículos,"Av. Bandeirantes, 1229 - Vila Bandeirantes - Campo Grande / MS"
8746,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,12/13,Cinza,Diesel,217.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/12-13/1089803,Chacal Automóveis,"Av. Antonio Joaquim de Moura Andrade, 1021 - Centro - Nova Andradina / MS"
8747,Santa Fe GLS 3.3 V6 24v A/T,15/16,Prata,Gasolina,85.000 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-3-v6-24v/15-16/1082135,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
8748,Toro Freedom 1.8 16v A/T,19/20,Prata,Flex,12.800 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-1-8-16v/19-20/1060203,Fábio Despachante & Veículos,"Av. Salgado Filho, 1176 - Amambaí - Campo Grande / MS"
8749,Touareg 3.6 V6 24v FSi A/T,13/14,Preta,Gasolina,150.283 Km,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/touareg-3-6-v6-24v-fsi/13-14/1073851,RWR Multimarcas,"Av. Capitão Olinto Mancini, 4314 - Parque das Mangueiras - Três Lagoas / MS"
8750,Traverse LT 3.6 V6,11/12,Branca,Gasolina,Não disponível,"R$ 99.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/traverse-lt-3-6-v6/11-12/1081523,Via Premium Motors,"Weimar Gonçalves Torres, 5155 - Jardim Guanabara - Dourados / MS"
8751,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,09/09,Preta,Diesel,150.000 Km,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/09-09/1086540,Camionetes MS,"Rua. Maranhão, 95 - Vila Célia - Campo Grande / MS"
8752,Jetta Comfortline 1.4 16v TSi A/T,18/18,Cinza,Flex,67.000 Km,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/jetta-comfortline-1-4-16v-tsi/18-18/1051354,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
8753,Ranger Limited 3.2TDCi 20v 4x4 C.D. A/T,12/13,Branca,Diesel,Não disponível,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/ford/ranger-limited-3-2tdci-20v-4x4-c-d/12-13/1078136,Cristian Auto Veículos,"Rua Hayel Bon Faker, 1505 - Jardim Água Boa - Dourados / MS"
8754,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,13/13,Cinza,Diesel,160.000 Km,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/13-13/1082566,Odi Car Veículos,"Av. Coronel Antonino, 352 - Coronel Antonino - Campo Grande / MS"
8755,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,12/13,Branca,Diesel,140.000 Km,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/12-13/1089824,Gauchinho Veículos,"Av. Hayel Bon Faker, 1247 - Jardim Água Boa - Dourados / MS"
8756,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,12/13,Prata,Diesel,Não disponível,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/12-13/1077369,Prime Veículos,"Av. Marcelino Pires, 4480 - Vila Industrial - Dourados / MS"
8757,T-Cross Comfortline 1.0 12v TSi A/T,19/20,Preta,Flex,Não disponível,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/19-20/1089689,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
8758,T-Cross Comfortline 1.0 12v TSi,19/20,Preta,Flex,60.000 Km,"R$ 99.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/19-20/1089783,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
8759,Captur Bose 1.6 16v A/T,20/21,Branca,Flex,10.300 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/renault/captur-bose-1-6-16v/20-21/1064947,Trocauto Veículos,"Rua Joaquim Murtinho, 1850 - Centro - Campo Grande / MS"
8760,Compass Limited 2.0 16v,16/17,Preta,Flex,55.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/16-17/1073646,Diego Candido Batista,Fátima do Sul - MS
8761,Corolla XEi 2.0 16v A/T,17/18,Prata,Flex,47.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/17-18/881366,Jair Ferreira da Silva,Campo Grande - MS
8762,Creta Action 1.6 16v A/T,20/21,Branca/Preta,Flex,14.599 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/hyundai/creta-action-1-6-16v/20-21/1080869,HP Automóveis,"Avenida Dom Antônio Barbosa, 3361  - Jardim Fluminense - Campo Grande / MS"
8763,Durango Citadel 3.6 V6 24v A/T,12/13,Branca,Gasolina,120.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/dodge/durango-citadel-3-6-v6-24v/12-13/1074883,Ueno Veículos,"Av. Weimar G. Torres, 3500 - Centro - Dourados / MS"
8764,F1000 S.S. 3.9TD,91/91,Vermelha,Diesel,80.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/ford/f1000-s-s-3-9td/91-91/1057099,Clovis David Medeiros Martins,Aquidauana - MS
8765,Golf GTi 2.0 16v TSi A/T,14/15,Branca,Gasolina,144.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-gti-2-0-16v-tsi/14-15/1081856,Gil Motors,"Av. Brasil, 1971 - Centro - Ponta Porã / MS"
8766,Ranger XLT 3.2TDCi 20v 4x4 C.D.,13/14,Preta,Diesel,215.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-3-2tdci-20v-4x4-c-d/13-14/1087495,Ueno Veículos,"Av. Weimar G. Torres, 3500 - Centro - Dourados / MS"
8767,Santa Fe GLS 3.3 V6 24v A/T,14/15,Preta,Gasolina,84.000 Km,"R$ 100.000,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-3-v6-24v/14-15/1068763,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
8768,Hilux D4-D 3.0TDi 16v 4x4 C.D.,15/15,Branca,Diesel,139.000 Km,"R$ 100.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-3-0tdi-16v-4x4-c-d/15-15/1081683,GTI Veículos,"Avenida Bandeirantes, 560 - Amambaí - Campo Grande / MS"
8769,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,12/13,Branca,Diesel,Não disponível,"R$ 100.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/12-13/1083722,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS"
8770,Toro Volcano 2.0TDi 16v 4x4 A/T,16/17,Preta,Diesel,102.000 Km,"R$ 101.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/16-17/1089233,Clóvis,"Rua Rui Barbosa, 100 - Jardim Paulista - Campo Grande / MS"
8771,XC60 T-6 R-Design 2.0T 16v A/T,15/15,Prata,Gasolina,107.000 Km,"R$ 101.000,00",https://www.shopcar.com.br/veiculos/volvo/xc60-t-6-r-design-2-0t-16v/15-15/1089046,Irineu Automóveis,"Rua Yokoama, 66 - Vila Palmeira - Campo Grande / MS"
8772,Civic EX 2.0 16v A/T,18/18,Branca,Flex,36.000 Km,"R$ 101.700,00",https://www.shopcar.com.br/veiculos/honda/civic-ex-2-0-16v/18-18/1086071,Raphael Brait,Dourados - MS
8773,528i 2.0T 16v A/T,12/13,Azul,Gasolina,100.000 Km,"R$ 101.900,00",https://www.shopcar.com.br/veiculos/bmw/528i-2-0t-16v/12-13/1052589,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS"
8774,Creta Limited 1.6 16v A/T,20/21,Branca,Flex,Não disponível,"R$ 101.900,00",https://www.shopcar.com.br/veiculos/hyundai/creta-limited-1-6-16v/20-21/1089729,Nova Car Seminovos,"Rua Hayel Bon Faker, 710 - Jardim Água Boa - Dourados / MS"
8775,Golf GTi 2.0 16v TSi A/T,14/15,Cinza,Gasolina,95.500 Km,"R$ 101.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-gti-2-0-16v-tsi/14-15/1089090,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
8776,Range R. Evoque Pure 2.0T 16v Si4 A/T,11/12,Diversas,Gasolina,71.500 Km,"R$ 101.900,00",https://www.shopcar.com.br/veiculos/land-rover/range-r-evoque-pure-2-0t-16v-si4/11-12/1090435,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
8777,Civic EXL 2.0 16v A/T,17/17,Prata,Flex,68.000 Km,"R$ 101.990,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/17-17/1082677,Líder Automóveis,"Av. Weimar Gonçalves Torres, 4281 - Jardim Caramuru - Dourados / MS"
8778,Corolla XEi 2.0 16v A/T,18/19,Preta,Flex,54.000 Km,"R$ 101.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1068643,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
8779,Renegade Limited 1.8 16v A/T,19/19,Branca,Flex,23.534 Km,"R$ 101.990,00",https://www.shopcar.com.br/veiculos/jeep/renegade-limited-1-8-16v/19-19/1085814,Vemais Suzuki,"Av. Ricardo Brandão, 566 - Itanhangá Park - Campo Grande / MS"
8780,225i Active Tourer Sport 2.0T 16v A/T,15/16,Branca,Gasolina,129.000 Km,"R$ 102.000,00",https://www.shopcar.com.br/veiculos/bmw/225i-active-tourer-sport-2-0t-16v/15-16/991335,Bull Motors,"Rua Dr. Mário Edson de Barros, 55 - Chácara Cachoeira - Campo Grande / MS"
8781,Civic EXL 2.0 16v,18/18,Preta,Flex,48.900 Km,"R$ 102.000,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/18-18/1081874,GTR Automóveis,"Av. Presidente Vargas, 700 - Centro - Caarapó / MS"
8782,Discovery 4 S 2.7TDi V6 24v A/T,11/11,Cinza,Diesel,107.000 Km,"R$ 102.000,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-4-s-2-7tdi-v6-24v/11-11/1057054,MG Motors,"Av. Ernesto Geisel, 5507 - Amambaí - Campo Grande / MS"
8783,Hilux SRV 2.7 16v C.D. A/T,15/15,Branca,Flex,104.223 Km,"R$ 102.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/15-15/1089516,Podium Veículos Loja 2,"Av. Manoel da Costa Lima, 301 - Vila Ipiranga - Campo Grande / MS"
8784,Compass Sport 2.0 16v,18/18,Prata,Flex,29.342 Km,"R$ 102.500,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/18-18/1086576,Enzo Chrysler Jeep Dodge Ram,"Av. Afonso Pena, 5636 - Chácara Cachoeira - Campo Grande / MS"
8785,Compass Longitude 2.0 16v A/T,16/17,Branca,Flex,Não disponível,"R$ 102.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/16-17/1088026,Almeida Motors,"Av. Rodolfo José Pinho, 52 - Jardim São Bento - Campo Grande / MS"
8786,Compass Longitude 2.0 16v A/T,16/17,Branca,Flex,Não disponível,"R$ 102.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/16-17/1086294,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
8787,Toro Endurance 1.8 16v,21/21,Vermelha,Flex,Não disponível,"R$ 102.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-endurance-1-8-16v/21-21/1084879,Potencia Veículos,"Rua Hayel Bon Faker, 730 - Jardim Água Boa - Dourados / MS"
8788,TT 2.0 TFSi 16v,08/08,Prata,Gasolina,43.800 Km,"R$ 102.900,00",https://www.shopcar.com.br/veiculos/audi/tt-2-0-tfsi-16v/08-08/1086111,Play Motors," Av. Marechal Deodoro, 2040 - Coophamat - Campo Grande / MS"
8789,Compass Longitude 2.0 16v A/T,16/17,Branca,Flex,Não disponível,"R$ 102.990,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/16-17/1069612,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
