,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
9135,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,10/11,Preta,Diesel,275.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/10-11/1085673,Narauto Veículos,"Av. Bandeirantes, 586 - Centro - Campo Grande / MS"
9136,Ranger XLS 2.2TDCi 16v 4x4 C.D.,16/17,Branca,Diesel,136.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/ford/ranger-xls-2-2tdci-16v-4x4-c-d/16-17/1076838,Terra Automóveis,"Av. Ricardo Brandão, 05 - Centro - Campo Grande / MS"
9137,Rav4 2.0 16v A/T,17/17,Cinza,Flex,65.425 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/rav4-2-0-16v/17-17/1049856,Igarapé Veículos,"Av. Bandeirantes, 2186 - Nova Bandeirantes - Campo Grande / MS"
9138,Renegade Longitude 1.8 16v A/T,21/21,Azul,Flex,4.200 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-1-8-16v/21-21/1088545,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS"
9139,S10 LT 2.5 16v C.D. A/T,18/19,Branca,Flex,50.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/18-19/1057976,Central Veículos,"Av. Bandeirantes, 1395 - Vila Taquarussú - Campo Grande / MS"
9140,T-Cross Comfortline 1.0 12v TSi A/T,20/20,Cinza,Flex,8.500 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/20-20/1089191,Kart Veículos,"Rua Rio Grande do Sul, 357 - Jardim dos Estados - Campo Grande / MS"
9141,Toro Freedom 2.0TDi 16v 4x4 A/T,17/18,Branca,Flex,46.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1083701,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
9142,Compass Longitude 2.0 16v A/T,19/19,Cinza,Flex,42.238 Km,"R$ 119.990,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/19-19/1072308,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
9143,Golf Highline 1.4 16v TSi A/T,18/18,Branca,Flex,38.000 Km,"R$ 119.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-highline-1-4-16v-tsi/18-18/946027,Jonathas Almeida Porto,Jardim - MS
9144,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,11/12,Preta,Diesel,182.708 Km,"R$ 119.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/11-12/1088307,Couto Car Comércio de Veículos,"Av. Weimar Gonçalves Torres, 3076 - Centro - Dourados / MS"
9145,Toro Freedom 1.8 16v A/T,21/21,Cinza,Flex,1.600 Km,"R$ 119.990,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-1-8-16v/21-21/1077936,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
9146,300C 3.6 V6 24v A/T,12/12,Preta,Gasolina,52.182 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/chrysler/300c-3-6-v6-24v/12-12/1086274,Fashion Car,"Rua Antônio de Souza Marcondes, 2879 - BNH - Maracaju / MS"
9147,A3 Sedan Ambiente 1.4 TFSi 16v A/T,18/18,Cinza,Gasolina,19.871 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/audi/a3-sedan-ambiente-1-4-tfsi-16v/18-18/1090308,Tecar Mercedes Benz,"Av. Afonso Pena, 5634 - Chácara Cachoeira - Campo Grande / MS"
9148,A3 Sedan Prestige Plus 1.4 TFSi 16v A/T,18/18,Preta,Flex,15.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/audi/a3-sedan-prestige-plus-1-4-tfsi-16v/18-18/1087268,Braz Veículos,"Av. Bandeirantes, 1252 - Amambaí - Campo Grande / MS"
9149,C 180 Avantgarde 1.6T 16v A/T,15/16,Preta,Gasolina,68.500 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-180-avantgarde-1-6t-16v/15-16/1084385,Tecar Mercedes Benz,"Av. Afonso Pena, 5634 - Chácara Cachoeira - Campo Grande / MS"
9150,Compass Limited 2.0 16v,18/18,Branca,Flex,43.615 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1085170,RBR Veículos,"Rua Fortunato Fernandes dos Santos, 140 - Centro - Iguatemi / MS"
9151,Compass Limited 2.0 16v A/T,17/18,Branca,Flex,33.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/17-18/1087120,Padrão Veículos,"Rua João Teodoro Braga,1275 - Centro - Nova Andradina / MS"
9152,Compass Longitude 2.0 16v A/T,18/19,Branca,Flex,21.975 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-19/1089913,Nakamura Veículos,"Av. Euríco Soares Andrade, 1031 - Centro - Nova Andradina / MS"
9153,Fusion Titanium 2.0T 16v AWD,17/18,Branca,Gasolina,25.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/ford/fusion-titanium-2-0t-16v-awd/17-18/1083705,Alex Vrech Matias de Souza,Campo Grande - MS
9154,Galaxie LTD V8 A/T,80/80,Azul,Gasolina,84.470 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/ford/galaxie-ltd-v8/80-80/1075535,JB Garage,"Rua Maracaju, 1161 - Centro - Campo Grande / MS"
9155,Hilux SRV 2.7 16v C.D. A/T,17/17,Prata,Flex,68.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/17-17/1070744,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
9156,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,10/11,Preta,Diesel,292.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/10-11/1089555,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS"
9157,HR-V EXL 1.8 16v A/T,19/20,Azul,Flex,7.200 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/honda/hr-v-exl-1-8-16v/19-20/1087763,Endo Car,"Av. Rosario Congro, 3173 - Jd. Angelica - Três Lagoas / MS"
9158,L200 Triton Outdoor 3.2TDi 16v 4X4 C.D. A/T,16/17,Azul,Diesel,Não disponível,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-outdoor-3-2tdi-16v-4x4-c-d/16-17/1066746,Max s Veículos Jardim,"Av. Duque de Caxias, 1960 - Camisão - Jardim / MS"
9159,Range Rover Sport SE 3.0TDi V6 24v A/T,10/11,Branca,Diesel,90.382 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/land-rover/range-rover-sport-se-3-0tdi-v6-24v/10-11/1069325,Toyogrande Multimarcas,"Av. Afonso Pena, 878 - Amambaí - Campo Grande / MS"
9160,Ranger XLS 2.2TDCi 16v 4x4 C.D. A/T,16/17,Branca,Diesel,Não disponível,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-xls-2-2tdci-16v-4x4-c-d/16-17/1087818,Gauchinho Veículos,"Av. Hayel Bon Faker, 1247 - Jardim Água Boa - Dourados / MS"
9161,Replica Cobra V8,78/78,Azul,Gasolina,3.350 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/outras/replica-cobra-v8/78-78/1014738,JB Garage,"Rua Maracaju, 1161 - Centro - Campo Grande / MS"
9162,S10 LT 2.5 16v C.D. A/T,18/18,Branca,Flex,Não disponível,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/18-18/1084755,JC Automóveis,"Av. Getulio Vargas, 174 - Centro - São Gabriel do Oeste / MS"
9163,S10 LTZ 2.8CTDi 16v C.D. A/T,15/15,Prata,Diesel,67.142 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-c-d/15-15/1089293,Padrão Veículos,"Rua João Teodoro Braga,1275 - Centro - Nova Andradina / MS"
9164,S10 LTZ 2.8CTDi 16v C.D. A/T,14/14,Branca,Diesel,115.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-c-d/14-14/1089354,Tarcísio Balbino Figueiredo,Naviraí - MS
9165,Tucson GLS 1.6T 16v A/T,18/19,Cinza,Gasolina,65.000 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/hyundai/tucson-gls-1-6t-16v/18-19/1063709,Padrão Veículos,"Rua João Teodoro Braga,1275 - Centro - Nova Andradina / MS"
9166,Venza 3.5 V6 24v AWD A/T,10/10,Branca,Gasolina,20.990 Km,"R$ 120.000,00",https://www.shopcar.com.br/veiculos/toyota/venza-3-5-v6-24v-awd/10-10/1079548,Show Room,"Av. Ricardo Brandão, 400 - Itanhangá Park - Campo Grande / MS"
9167,CLA 200 Urban 1.6T 16v A/T,15/16,Branca,Flex,59.809 Km,"R$ 120.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/cla-200-urban-1-6t-16v/15-16/1082714,Yanko Automóveis,"Av. Fernando Corrêa da Costa, 1165 - Centro - Campo Grande / MS"
9168,Compass Limited 2.0 16v A/T,18/18,Prata,Flex,30.100 Km,"R$ 120.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1025801,Celso Pereira do Prado,Campo Grande - MS
9169,S10 LTZ 2.5 16v 4x4 C.D. A/T,17/18,Cinza,Flex,116.000 Km,"R$ 120.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/17-18/1085201,RG Veículos,"Av. Toros Puxian, 688 - Vila Morumbi - Campo Grande / MS"
9170,Compass Limited 2.0 16v A/T,18/18,Branca,Flex,25.600 Km,"R$ 121.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1083524,Ricardo Lemos Cardoso,Naviraí - MS
9171,Compass Limited 2.0 16v A/T,17/18,Preta,Flex,49.000 Km,"R$ 121.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/17-18/1073505,Mauricio Automóveis,"Av. Hayel Bon Faker, 1885 - Jardim Água Boa - Dourados / MS"
9172,Compass Sport 2.0 16v A/T,20/20,Cinza,Flex,12.000 Km,"R$ 121.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/20-20/1084910,V8 Veículos,"Av. Fernando Correa da Costa, 2075 - Centro - Campo Grande / MS"
9173,Corolla XEi 2.0 16v A/T,19/20,Cinza,Flex,18.000 Km,"R$ 121.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-20/1072751,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
9174,Hilux SR D4-D 3.0TDi 16v 4X4 C.D. A/T,14/15,Preta,Diesel,Não disponível,"R$ 121.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/14-15/1076209,MG Motors,"Av. Ernesto Geisel, 5507 - Amambaí - Campo Grande / MS"
9175,Q3 Ambiente 1.4 TFSi 16v A/T,18/18,Preta,Flex,Não disponível,"R$ 121.900,00",https://www.shopcar.com.br/veiculos/audi/q3-ambiente-1-4-tfsi-16v/18-18/1083454,JM Automóveis,"Rua Dona Ambrosina, 68 - Jardim dos Estados - Campo Grande / MS"
9176,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,12/13,Prata,Diesel,170.000 Km,"R$ 121.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/12-13/1088892,Odi Car Veículos,"Av. Coronel Antonino, 352 - Coronel Antonino - Campo Grande / MS"
9177,Compass Limited 2.0 16v A/T,18/18,Branca,Flex,44.000 Km,"R$ 122.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1083271,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
9178,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,12/12,Cinza,Diesel,250.000 Km,"R$ 122.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/12-12/1072832,Camionetes MS,"Rua. Maranhão, 95 - Vila Célia - Campo Grande / MS"
9179,HR-V EXL 1.8 16v A/T,20/20,Prata,Flex,Não disponível,"R$ 122.000,00",https://www.shopcar.com.br/veiculos/honda/hr-v-exl-1-8-16v/20-20/1070010,R.A. Veículos,"Av. Weimar Gonçalves Torres, 4020 - Jardim Caramuru - Dourados / MS"
9180,S10 LS 2.8CTDi 16v 4x4 C.S.,17/17,Prata,Diesel,87.000 Km,"R$ 122.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ls-2-8ctdi-16v-4x4-c-s/17-17/1088959,Sergio Automóveis,"Rua Dr. Coutinho, 859 - Centro - Caarapó / MS"
9181,Amarok Highline 2.0TDi 16v 4x4 C.D.,15/16,Branca,Diesel,124.500 Km,"R$ 122.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/amarok-highline-2-0tdi-16v-4x4-c-d/15-16/1080028,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
9182,Civic EXL 2.0 16v A/T,19/20,Branca,Flex,25.417 Km,"R$ 122.990,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/19-20/1088007,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
9183,Civic EXL 2.0 16v A/T,19/20,Prata,Flex,34.000 Km,"R$ 122.990,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/19-20/1081769,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
9184,Corolla GLi 2.0 16v A/T,20/21,Preta,Flex,35.000 Km,"R$ 122.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-2-0-16v/20-21/1068739,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS"
9185,Compass Limited 2.0 16v A/T,18/18,Prata,Flex,16.000 Km,"R$ 123.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/934218,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
9186,Compass Longitude 2.0TDi 16v 4x4 A/T,17/17,Preta,Diesel,48.000 Km,"R$ 123.600,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0tdi-16v-4x4/17-17/1088194,Total Car,"Rua Alegrete, 1131 - Cruzeiro - Campo Grande / MS"
9187,Compass Longitude 2.0 16v A/T,19/19,Branca,Flex,9.308 Km,"R$ 123.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/19-19/1086593,Black Motors,"Rua Cabral, 1121 - Centro - Corumbá / MS"
9188,Ranger XLS 2.2TDCi 16v 4x4 C.D. A/T,17/17,Branca,Diesel,Não disponível,"R$ 123.900,00",https://www.shopcar.com.br/veiculos/ford/ranger-xls-2-2tdci-16v-4x4-c-d/17-17/1071192,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
9189,Tiggo 7 TXS 1.5T 16v A/T,20/21,Cinza,Flex,1.844 Km,"R$ 123.900,00",https://www.shopcar.com.br/veiculos/chery/tiggo-7-txs-1-5t-16v/20-21/1067654,All Win Veículos,"Rua Rui Barbosa, 2220 - Centro - Campo Grande / MS"
9190,Toro Freedom 2.0TDi 16v 4x4 A/T,19/19,Branca,Diesel,52.000 Km,"R$ 123.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/19-19/1070734,Sua Oferta Veículos,"Rua Alegrete, 1203 - Coronel Antonino - Campo Grande / MS"
9191,Touareg 4.2 V8 32v FSi A/T,13/14,Preta,Gasolina,198.000 Km,"R$ 123.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/touareg-4-2-v8-32v-fsi/13-14/1083240,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS"
9192,320i GT Sport 2.0T 16v A/T,15/16,Branca,Flex,64.000 Km,"R$ 124.000,00",https://www.shopcar.com.br/veiculos/bmw/320i-gt-sport-2-0t-16v/15-16/1058593,Braz Veículos,"Av. Bandeirantes, 1252 - Amambaí - Campo Grande / MS"
9193,Tracker Premier 1.2T 12v A/T,20/21,Vermelha,Flex,Não disponível,"R$ 124.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/tracker-premier-1-2t-12v/20-21/1063497,Ted Automóveis,"Av. Nicolau Otano, 1427 - Centro - Amambaí / MS"
9194,Compass Longitude 2.0TDi 16v 4x4,17/17,Preta,Diesel,51.000 Km,"R$ 124.800,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0tdi-16v-4x4/17-17/1087391,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS"
9195,Compass Limited 2.0 16v A/T,18/18,Prata,Flex,28.966 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1079380,SF Carros e Camionetas,"Rua Joaquim Murtinho, 2121 - Itanhangá Park - Campo Grande / MS"
9196,Compass Limited 2.0 16v A/T,18/18,Cinza,Flex,27.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1048561,V4 Veículos Filial,"Rua Bahia, 05 - Centro - Campo Grande / MS"
9197,HR-V EXL 1.8 16v,19/20,Cinza,Flex,11.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/honda/hr-v-exl-1-8-16v/19-20/1090415,Mercosul Multimarcas,"Rua. Amazonas, 2914 - Zona II - Umuarama / PR"
9198,Marruá AM200 2.8TDi C.S.,07/08,Vermelha,Diesel,111.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/agrale/marru-am200-2-8tdi-c-s/07-08/1089666,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS"
9199,Pajero Full HPE 3.2TDi 16v AWC-R A/T,13/14,Branca,Diesel,217.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/mitsubishi/pajero-full-hpe-3-2tdi-16v-awc-r/13-14/1062411,Dwash Car,"Rua 14 de Julho, 624 - Vila Glória - Campo Grande / MS"
9200,S10 LTZ 2.5 16v 4x4 C.D.,16/17,Azul,Flex,45.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/16-17/1089099,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
9201,S10 LTZ 2.8CTDi 16v 4x4 C.D. A/T,14/14,Prata,Diesel,117.000 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-4x4-c-d/14-14/1085316,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
9202,T4 3.2TDCi 20v 4X4 A/T,15/15,Verde,Diesel,103.235 Km,"R$ 124.900,00",https://www.shopcar.com.br/veiculos/troller/t4-3-2tdci-20v-4x4/15-15/1087303,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
9203,Corolla XEi 2.0 16v A/T,19/20,Branca,Flex,20.200 Km,"R$ 124.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-20/1071318,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
9204,Rav4 2.0 16v,17/17,Branca,Gasolina,70.000 Km,"R$ 124.990,00",https://www.shopcar.com.br/veiculos/toyota/rav4-2-0-16v/17-17/1084435,Enzo Volvo,"Rua Joaquim Murtinho, 2333 - Itanhanga Park - Campo Grande / MS"
9205,S-Cross 4Style 1.4T 16v ALLGrip A/T,18/19,Cinza,Gasolina,22.009 Km,"R$ 124.990,00",https://www.shopcar.com.br/veiculos/suzuki/s-cross-4style-1-4t-16v-allgrip/18-19/1083576,Vemais Suzuki,"Av. Ricardo Brandão, 566 - Itanhangá Park - Campo Grande / MS"
9206,S10 LS 2.8CTDi 16v 4x4 C.D.,18/19,Prata,Diesel,80.137 Km,"R$ 124.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ls-2-8ctdi-16v-4x4-c-d/18-19/1063060,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
9207,Toro Volcano 2.0TDi 16v 4x4 A/T,18/19,Branca,Diesel,83.000 Km,"R$ 124.990,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/18-19/1084219,Nova Era Veículos,"Av. Hayel Bon Faker, 1695 - Centro - Dourados / MS"
9208,328i Sport GP 2.0T 16v A/T,15/15,Azul,Flex,Não disponível,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/bmw/328i-sport-gp-2-0t-16v/15-15/986835,Franca Automóveis,"Av. Costa e Silva, 3168 - Pioneiros - Campo Grande / MS"
9209,Civic Sport 2.0 16v A/T,19/20,Branca,Flex,20.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/honda/civic-sport-2-0-16v/19-20/1029940,Star Motors,"Av. Nosso Senhor do Bomfim, 2471 - Parque Novos Estados  - Campo Grande / MS"
9210,Compass Longitude 2.0 16v,19/19,Preta,Flex,30.485 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/19-19/1087623,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
9211,Compass Longitude 2.0 16v A/T,19/19,Azul,Flex,20.641 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/19-19/1080573,Show Room,"Av. Ricardo Brandão, 400 - Itanhangá Park - Campo Grande / MS"
9212,Corolla XEi 2.0 16v A/T,19/20,Preta,Flex,36.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-20/1084420,Estacionamento Três Lagoas,"Av. Capitão Olinto Mancini, 1342 - Centro - Três Lagoas / MS"
9213,Corolla XEi 2.0 16v A/T,19/20,Branca,Flex,23.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-20/1084202,Evaldo Silva Ferreira,Campo Grande - MS
9214,Corolla XEi 2.0 16v,19/20,Prata,Flex,49.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-20/1078081,Douramotors Veículos,"Av. Marcelino Pires, 8805 - Centro - Dourados / MS"
9215,Discovery 4 HSE 3.0TDi V6 24v A/T,12/12,Branca,Diesel,134.893 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-4-hse-3-0tdi-v6-24v/12-12/1084978,Show Room,"Av. Ricardo Brandão, 400 - Itanhangá Park - Campo Grande / MS"
9216,Discovery Sport HSE Luxury 2.0T 16v Si4 A/T,15/15,Preta,Gasolina,72.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-sport-hse-luxury-2-0t-16v-si4/15-15/1046704,Dakota Veículos,"Av. Nicolau Otano, 1185 - Centro - Amambaí / MS"
9217,Equinox LT 2.0T 16v A/T,18/19,Branca,Gasolina,25.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/equinox-lt-2-0t-16v/18-19/1086256,Dari Varini Junior,Ivinhema - MS
9218,Fusion Titanium 2.0T 16v AWD A/T,18/18,Preta,Gasolina,25.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/ford/fusion-titanium-2-0t-16v-awd/18-18/1081130,Cassio Morcelli,Dourados - MS
9219,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,13/13,Preta,Diesel,127.250 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/13-13/1086663,HP Motors,"Av. 11 de Dezembro, 85 - Coronel Camisão - Jardim / MS"
9220,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D.,12/12,Preta,Diesel,Não disponível,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/12-12/1082540,Mauricio Automóveis,"Av. Hayel Bon Faker, 1885 - Jardim Água Boa - Dourados / MS"
9221,Hilux SRV Top D4-D 3.0TDi 16v 4X4 C.D. A/T,12/12,Preta,Diesel,148.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-top-d4-d-3-0tdi-16v-4x4-c-d/12-12/1075170,Estacionamento Três Lagoas,"Av. Capitão Olinto Mancini, 1342 - Centro - Três Lagoas / MS"
9222,Ram 2500 SLT 5.9TDi 24v 4X4 C.S. A/T,08/09,Vermelha,Diesel,145.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/dodge/ram-2500-slt-5-9tdi-24v-4x4-c-s/08-09/1085524,Bruno Motos,"Rua Porfírio Gonçalves, 1081 - Centro - Rio Verde de Mato Grosso / MS"
9223,Ram 2500 SLT 5.9TDi 24v 4X4 C.S.,08/08,Preta,Diesel,Não disponível,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/dodge/ram-2500-slt-5-9tdi-24v-4x4-c-s/08-08/1083306,Braz Veículos,"Av. Bandeirantes, 1252 - Amambaí - Campo Grande / MS"
9224,S10 LT 2.8CTDi 16v 4x4 C.D.,16/17,Prata,Diesel,175.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/16-17/1075310,Marlon Almeida,Sidrolândia - MS
9225,S10 LTZ 2.8CTDi 16v 4x4 C.D. A/T,14/14,Preta,Diesel,166.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-4x4-c-d/14-14/1075624,ConMotors," Av. Durval Rodrigues Lopes, 1167 - Centro - Paranaíba / MS"
9226,T4 3.2TDCi 20v 4X4,14/15,Branca,Diesel,80.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/troller/t4-3-2tdci-20v-4x4/14-15/1075247,Fabinho Automóveis,"Rua Sete de Setembro, 4205 - Centro - Amambaí / MS"
9227,X1 sDrive20i 2.0T 16v A/T,16/16,Branca,Flex,53.000 Km,"R$ 125.000,00",https://www.shopcar.com.br/veiculos/bmw/x1-sdrive20i-2-0t-16v/16-16/1089120,Show Room,"Av. Ricardo Brandão, 400 - Itanhangá Park - Campo Grande / MS"
